Season_End_Year,Date,HomeTeam,HomeTeamJP,AwayTeam,AwayTeamJP,HomeGoals,AwayGoals,Result
2002,13/10/01,Alaves,アラベス,Real Madrid,Rマドリード,0,0,1
2002,13/10/01,Sevilla,セビージャ,Mallorca,マジョルカ,2,2,1
2002,13/10/01,Zaragoza,サラゴサ,La Coruna,デポルティーボ,1,2,2
2002,14/10/01,Ath Bilbao,ビルバオ,Valladolid,バジャドリード,1,4,2
2002,14/10/01,Barcelona,バルセロナ,Valencia,バレンシア,2,2,1
2002,14/10/01,Celta,セルタ,Betis,ベティス,3,1,0
2002,14/10/01,Las Palmas,ラス・パルマス,Espanol,エスパニョール,2,0,0
2002,14/10/01,Osasuna,オサスナ,Tenerife,テネリフェ,0,2,2
2002,14/10/01,Vallecano,ラージョ,Sociedad,ソシエダ,2,1,0
2002,14/10/01,Villarreal,ビジャレアル,Malaga,マラガ,1,2,2
2002,20/10/01,Betis,ベティス,Villarreal,ビジャレアル,1,1,1
2002,20/10/01,La Coruna,デポルティーボ,Sevilla,セビージャ,1,0,0
2002,20/10/01,Las Palmas,ラス・パルマス,Ath Bilbao,ビルバオ,1,1,1
2002,20/10/01,Malaga,マラガ,Barcelona,バルセロナ,1,1,1
2002,20/10/01,Sociedad,ソシエダ,Osasuna,オサスナ,2,1,0
2002,21/10/01,Espanol,エスパニョール,Tenerife,テネリフェ,2,0,0
2002,21/10/01,Mallorca,マジョルカ,Vallecano,ラージョ,3,0,0
2002,21/10/01,Real Madrid,Rマドリード,Celta,セルタ,1,1,1
2002,21/10/01,Valencia,バレンシア,Zaragoza,サラゴサ,2,0,0
2002,21/10/01,Valladolid,バジャドリード,Alaves,アラベス,1,3,2
2002,27/10/01,Barcelona,バルセロナ,Betis,ベティス,3,0,0
2002,27/10/01,Osasuna,オサスナ,Mallorca,マジョルカ,4,0,0
2002,27/10/01,Vallecano,ラージョ,La Coruna,デポルティーボ,2,1,0
2002,27/10/01,Tenerife,テネリフェ,Sociedad,ソシエダ,0,1,2
2002,27/10/01,Villarreal,ビジャレアル,Real Madrid,Rマドリード,2,3,2
2002,28/10/01,Alaves,アラベス,Las Palmas,ラス・パルマス,1,0,0
2002,28/10/01,Ath Bilbao,ビルバオ,Espanol,エスパニョール,1,1,1
2002,28/10/01,Celta,セルタ,Valladolid,バジャドリード,1,1,1
2002,28/10/01,Sevilla,セビージャ,Valencia,バレンシア,1,1,1
2002,28/10/01,Zaragoza,サラゴサ,Malaga,マラガ,0,2,2
2002,03/11/01,Ath Bilbao,ビルバオ,Alaves,アラベス,2,1,0
2002,04/11/01,Betis,ベティス,Zaragoza,サラゴサ,0,1,2
2002,04/11/01,La Coruna,デポルティーボ,Osasuna,オサスナ,5,1,0
2002,04/11/01,Espanol,エスパニョール,Sociedad,ソシエダ,1,2,2
2002,04/11/01,Las Palmas,ラス・パルマス,Celta,セルタ,4,2,0
2002,04/11/01,Malaga,マラガ,Sevilla,セビージャ,1,3,2
2002,04/11/01,Mallorca,マジョルカ,Tenerife,テネリフェ,2,0,0
2002,04/11/01,Real Madrid,Rマドリード,Barcelona,バルセロナ,2,0,0
2002,04/11/01,Valencia,バレンシア,Vallecano,ラージョ,2,1,0
2002,04/11/01,Valladolid,バジャドリード,Villarreal,ビジャレアル,1,0,0
2002,10/11/01,Sevilla,セビージャ,Betis,ベティス,0,0,1
2002,11/11/01,Alaves,アラベス,Espanol,エスパニョール,2,1,0
2002,11/11/01,Barcelona,バルセロナ,Valladolid,バジャドリード,4,0,0
2002,11/11/01,Celta,セルタ,Ath Bilbao,ビルバオ,2,3,2
2002,11/11/01,Osasuna,オサスナ,Valencia,バレンシア,0,0,1
2002,11/11/01,Sociedad,ソシエダ,Mallorca,マジョルカ,1,2,2
2002,11/11/01,Vallecano,ラージョ,Malaga,マラガ,3,0,0
2002,11/11/01,Tenerife,テネリフェ,La Coruna,デポルティーボ,3,1,0
2002,11/11/01,Villarreal,ビジャレアル,Las Palmas,ラス・パルマス,2,0,0
2002,11/11/01,Zaragoza,サラゴサ,Real Madrid,Rマドリード,2,1,0
2002,17/11/01,La Coruna,デポルティーボ,Sociedad,ソシエダ,3,1,0
2002,17/11/01,Las Palmas,ラス・パルマス,Barcelona,バルセロナ,0,0,1
2002,17/11/01,Real Madrid,Rマドリード,Sevilla,セビージャ,2,1,0
2002,18/11/01,Alaves,アラベス,Celta,セルタ,1,0,0
2002,18/11/01,Ath Bilbao,ビルバオ,Villarreal,ビジャレアル,0,0,1
2002,18/11/01,Betis,ベティス,Vallecano,ラージョ,2,0,0
2002,18/11/01,Espanol,エスパニョール,Mallorca,マジョルカ,2,1,0
2002,18/11/01,Malaga,マラガ,Osasuna,オサスナ,2,1,0
2002,18/11/01,Valencia,バレンシア,Tenerife,テネリフェ,0,0,1
2002,18/11/01,Valladolid,バジャドリード,Zaragoza,サラゴサ,2,0,0
2002,24/11/01,Barcelona,バルセロナ,Ath Bilbao,ビルバオ,1,2,2
2002,25/11/01,Celta,セルタ,Espanol,エスパニョール,4,1,0
2002,25/11/01,Mallorca,マジョルカ,La Coruna,デポルティーボ,4,1,0
2002,25/11/01,Osasuna,オサスナ,Betis,ベティス,1,2,2
2002,25/11/01,Sociedad,ソシエダ,Valencia,バレンシア,2,0,0
2002,25/11/01,Vallecano,ラージョ,Real Madrid,Rマドリード,0,3,2
2002,25/11/01,Sevilla,セビージャ,Valladolid,バジャドリード,4,0,0
2002,25/11/01,Tenerife,テネリフェ,Malaga,マラガ,1,0,0
2002,25/11/01,Villarreal,ビジャレアル,Alaves,アラベス,1,0,0
2002,25/11/01,Zaragoza,サラゴサ,Las Palmas,ラス・パルマス,2,1,0
2002,01/12/01,Alaves,アラベス,Barcelona,バルセロナ,2,0,0
2002,01/12/01,Espanol,エスパニョール,La Coruna,デポルティーボ,1,0,0
2002,01/12/01,Real Madrid,Rマドリード,Osasuna,オサスナ,2,1,0
2002,01/12/01,Valencia,バレンシア,Mallorca,マジョルカ,1,1,1
2002,02/12/01,Ath Bilbao,ビルバオ,Zaragoza,サラゴサ,2,1,0
2002,02/12/01,Betis,ベティス,Tenerife,テネリフェ,1,0,0
2002,02/12/01,Celta,セルタ,Villarreal,ビジャレアル,3,1,0
2002,02/12/01,Las Palmas,ラス・パルマス,Sevilla,セビージャ,1,0,0
2002,02/12/01,Malaga,マラガ,Sociedad,ソシエダ,1,0,0
2002,02/12/01,Valladolid,バジャドリード,Vallecano,ラージョ,3,1,0
2002,08/12/01,Sevilla,セビージャ,Ath Bilbao,ビルバオ,3,3,1
2002,08/12/01,Tenerife,テネリフェ,Real Madrid,Rマドリード,0,2,2
2002,09/12/01,Barcelona,バルセロナ,Celta,セルタ,2,2,1
2002,09/12/01,La Coruna,デポルティーボ,Valencia,バレンシア,1,0,0
2002,09/12/01,Mallorca,マジョルカ,Malaga,マラガ,1,1,1
2002,09/12/01,Osasuna,オサスナ,Valladolid,バジャドリード,1,0,0
2002,09/12/01,Sociedad,ソシエダ,Betis,ベティス,0,0,1
2002,09/12/01,Vallecano,ラージョ,Las Palmas,ラス・パルマス,0,0,1
2002,09/12/01,Villarreal,ビジャレアル,Espanol,エスパニョール,1,1,1
2002,09/12/01,Zaragoza,サラゴサ,Alaves,アラベス,0,2,2
2002,15/12/01,Espanol,エスパニョール,Valencia,バレンシア,2,3,2
2002,15/12/01,Las Palmas,ラス・パルマス,Osasuna,オサスナ,1,1,1
2002,15/12/01,Real Madrid,Rマドリード,Sociedad,ソシエダ,3,1,0
2002,16/12/01,Alaves,アラベス,Sevilla,セビージャ,0,1,2
2002,16/12/01,Ath Bilbao,ビルバオ,Vallecano,ラージョ,1,1,1
2002,16/12/01,Betis,ベティス,Mallorca,マジョルカ,1,0,0
2002,16/12/01,Celta,セルタ,Zaragoza,サラゴサ,2,0,0
2002,16/12/01,Malaga,マラガ,La Coruna,デポルティーボ,1,1,1
2002,16/12/01,Valladolid,バジャドリード,Tenerife,テネリフェ,0,0,1
2002,16/12/01,Villarreal,ビジャレアル,Barcelona,バルセロナ,0,1,2
2002,22/12/01,La Coruna,デポルティーボ,Betis,ベティス,2,0,0
2002,22/12/01,Espanol,エスパニョール,Barcelona,バルセロナ,2,0,0
2002,22/12/01,Sociedad,ソシエダ,Valladolid,バジャドリード,6,0,0
2002,22/12/01,Sevilla,セビージャ,Celta,セルタ,0,1,2
2002,22/12/01,Tenerife,テネリフェ,Las Palmas,ラス・パルマス,1,3,2
2002,22/12/01,Valencia,バレンシア,Malaga,マラガ,2,1,0
2002,23/12/01,Mallorca,マジョルカ,Real Madrid,Rマドリード,1,1,1
2002,23/12/01,Osasuna,オサスナ,Ath Bilbao,ビルバオ,0,1,2
2002,23/12/01,Zaragoza,サラゴサ,Villarreal,ビジャレアル,3,2,0
2002,05/01/02,Celta,セルタ,Vallecano,ラージョ,2,2,1
2002,05/01/02,Las Palmas,ラス・パルマス,Sociedad,ソシエダ,0,0,1
2002,05/01/02,Real Madrid,Rマドリード,La Coruna,デポルティーボ,3,1,0
2002,05/01/02,Villarreal,ビジャレアル,Sevilla,セビージャ,0,2,2
2002,06/01/02,Alaves,アラベス,Osasuna,オサスナ,0,2,2
2002,06/01/02,Ath Bilbao,ビルバオ,Tenerife,テネリフェ,1,2,2
2002,06/01/02,Barcelona,バルセロナ,Zaragoza,サラゴサ,2,0,0
2002,06/01/02,Betis,ベティス,Valencia,バレンシア,1,3,2
2002,06/01/02,Malaga,マラガ,Espanol,エスパニョール,2,0,0
2002,06/01/02,Valladolid,バジャドリード,Mallorca,マジョルカ,2,1,0
2002,12/01/02,Ath Bilbao,ビルバオ,Sociedad,ソシエダ,2,1,0
2002,12/01/02,Villarreal,ビジャレアル,Vallecano,ラージョ,1,1,1
2002,13/01/02,Alaves,アラベス,Tenerife,テネリフェ,1,0,0
2002,13/01/02,Barcelona,バルセロナ,Sevilla,セビージャ,3,1,0
2002,13/01/02,Betis,ベティス,Malaga,マラガ,1,1,1
2002,13/01/02,Celta,セルタ,Osasuna,オサスナ,1,1,1
2002,13/01/02,Las Palmas,ラス・パルマス,Mallorca,マジョルカ,3,1,0
2002,13/01/02,Real Madrid,Rマドリード,Valencia,バレンシア,1,0,0
2002,13/01/02,Valladolid,バジャドリード,La Coruna,デポルティーボ,3,0,0
2002,13/01/02,Zaragoza,サラゴサ,Espanol,エスパニョール,0,0,1
2002,19/01/02,Malaga,マラガ,Real Madrid,Rマドリード,1,1,1
2002,19/01/02,Sociedad,ソシエダ,Alaves,アラベス,1,2,2
2002,20/01/02,La Coruna,デポルティーボ,Las Palmas,ラス・パルマス,1,0,0
2002,20/01/02,Espanol,エスパニョール,Betis,ベティス,1,1,1
2002,20/01/02,Mallorca,マジョルカ,Ath Bilbao,ビルバオ,3,0,0
2002,20/01/02,Osasuna,オサスナ,Villarreal,ビジャレアル,2,2,1
2002,20/01/02,Vallecano,ラージョ,Barcelona,バルセロナ,2,1,0
2002,20/01/02,Sevilla,セビージャ,Zaragoza,サラゴサ,4,2,0
2002,20/01/02,Tenerife,テネリフェ,Celta,セルタ,1,1,1
2002,20/01/02,Valencia,バレンシア,Valladolid,バジャドリード,1,2,2
2002,23/01/02,Vallecano,ラージョ,Alaves,アラベス,2,0,0
2002,26/01/02,Celta,セルタ,Sociedad,ソシエダ,3,1,0
2002,26/01/02,Las Palmas,ラス・パルマス,Valencia,バレンシア,0,1,2
2002,27/01/02,Alaves,アラベス,Mallorca,マジョルカ,0,4,2
2002,27/01/02,Ath Bilbao,ビルバオ,La Coruna,デポルティーボ,1,1,1
2002,27/01/02,Barcelona,バルセロナ,Osasuna,オサスナ,0,1,2
2002,27/01/02,Real Madrid,Rマドリード,Betis,ベティス,1,1,1
2002,27/01/02,Sevilla,セビージャ,Espanol,エスパニョール,3,0,0
2002,27/01/02,Valladolid,バジャドリード,Malaga,マラガ,0,0,1
2002,27/01/02,Villarreal,ビジャレアル,Tenerife,テネリフェ,2,1,0
2002,27/01/02,Zaragoza,サラゴサ,Vallecano,ラージョ,3,2,0
2002,02/02/02,La Coruna,デポルティーボ,Alaves,アラベス,0,1,2
2002,02/02/02,Mallorca,マジョルカ,Celta,セルタ,0,1,2
2002,02/02/02,Sociedad,ソシエダ,Villarreal,ビジャレアル,2,1,0
2002,02/02/02,Vallecano,ラージョ,Sevilla,セビージャ,2,1,0
2002,02/02/02,Tenerife,テネリフェ,Barcelona,バルセロナ,0,6,2
2002,03/02/02,Betis,ベティス,Valladolid,バジャドリード,2,0,0
2002,03/02/02,Espanol,エスパニョール,Real Madrid,Rマドリード,2,1,0
2002,03/02/02,Malaga,マラガ,Las Palmas,ラス・パルマス,1,1,1
2002,03/02/02,Osasuna,オサスナ,Zaragoza,サラゴサ,0,0,1
2002,03/02/02,Valencia,バレンシア,Ath Bilbao,ビルバオ,2,1,0
2002,05/02/02,Celta,セルタ,La Coruna,デポルティーボ,0,2,2
2002,06/02/02,Alaves,アラベス,Valencia,バレンシア,1,2,2
2002,06/02/02,Ath Bilbao,ビルバオ,Malaga,マラガ,3,2,0
2002,06/02/02,Barcelona,バルセロナ,Sociedad,ソシエダ,2,0,0
2002,06/02/02,Las Palmas,ラス・パルマス,Betis,ベティス,0,0,1
2002,06/02/02,Vallecano,ラージョ,Espanol,エスパニョール,2,2,1
2002,06/02/02,Sevilla,セビージャ,Osasuna,オサスナ,0,0,1
2002,06/02/02,Valladolid,バジャドリード,Real Madrid,Rマドリード,2,1,0
2002,06/02/02,Villarreal,ビジャレアル,Mallorca,マジョルカ,2,1,0
2002,06/02/02,Zaragoza,サラゴサ,Tenerife,テネリフェ,1,1,1
2002,09/02/02,Mallorca,マジョルカ,Barcelona,バルセロナ,0,0,1
2002,09/02/02,Valencia,バレンシア,Celta,セルタ,0,0,1
2002,10/02/02,Betis,ベティス,Ath Bilbao,ビルバオ,1,1,1
2002,10/02/02,La Coruna,デポルティーボ,Villarreal,ビジャレアル,0,0,1
2002,10/02/02,Espanol,エスパニョール,Valladolid,バジャドリード,1,0,0
2002,10/02/02,Malaga,マラガ,Alaves,アラベス,1,0,0
2002,10/02/02,Osasuna,オサスナ,Vallecano,ラージョ,1,0,0
2002,10/02/02,Real Madrid,Rマドリード,Las Palmas,ラス・パルマス,7,0,0
2002,10/02/02,Sociedad,ソシエダ,Zaragoza,サラゴサ,3,1,0
2002,10/02/02,Tenerife,テネリフェ,Sevilla,セビージャ,1,1,1
2002,16/02/02,Ath Bilbao,ビルバオ,Real Madrid,Rマドリード,2,1,0
2002,16/02/02,Barcelona,バルセロナ,La Coruna,デポルティーボ,3,2,0
2002,16/02/02,Villarreal,ビジャレアル,Valencia,バレンシア,1,1,1
2002,17/02/02,Alaves,アラベス,Betis,ベティス,0,1,2
2002,17/02/02,Celta,セルタ,Malaga,マラガ,0,0,1
2002,17/02/02,Las Palmas,ラス・パルマス,Valladolid,バジャドリード,1,1,1
2002,17/02/02,Osasuna,オサスナ,Espanol,エスパニョール,1,1,1
2002,17/02/02,Vallecano,ラージョ,Tenerife,テネリフェ,2,0,0
2002,17/02/02,Sevilla,セビージャ,Sociedad,ソシエダ,0,1,2
2002,17/02/02,Zaragoza,サラゴサ,Mallorca,マジョルカ,1,0,0
2002,23/02/02,La Coruna,デポルティーボ,Zaragoza,サラゴサ,1,0,0
2002,23/02/02,Real Madrid,Rマドリード,Alaves,アラベス,3,1,0
2002,23/02/02,Valencia,バレンシア,Barcelona,バルセロナ,2,0,0
2002,24/02/02,Betis,ベティス,Celta,セルタ,4,1,0
2002,24/02/02,Espanol,エスパニョール,Las Palmas,ラス・パルマス,3,1,0
2002,24/02/02,Malaga,マラガ,Villarreal,ビジャレアル,2,1,0
2002,24/02/02,Mallorca,マジョルカ,Sevilla,セビージャ,0,4,2
2002,24/02/02,Sociedad,ソシエダ,Vallecano,ラージョ,2,2,1
2002,24/02/02,Tenerife,テネリフェ,Osasuna,オサスナ,3,1,0
2002,24/02/02,Valladolid,バジャドリード,Ath Bilbao,ビルバオ,2,0,0
2002,02/03/02,Celta,セルタ,Real Madrid,Rマドリード,0,1,2
2002,02/03/02,Sevilla,セビージャ,La Coruna,デポルティーボ,0,1,2
2002,02/03/02,Villarreal,ビジャレアル,Betis,ベティス,1,1,1
2002,03/03/02,Alaves,アラベス,Valladolid,バジャドリード,3,1,0
2002,03/03/02,Ath Bilbao,ビルバオ,Las Palmas,ラス・パルマス,3,1,0
2002,03/03/02,Barcelona,バルセロナ,Malaga,マラガ,5,1,0
2002,03/03/02,Osasuna,オサスナ,Sociedad,ソシエダ,1,1,1
2002,03/03/02,Vallecano,ラージョ,Mallorca,マジョルカ,0,2,2
2002,03/03/02,Tenerife,テネリフェ,Espanol,エスパニョール,1,1,1
2002,03/03/02,Zaragoza,サラゴサ,Valencia,バレンシア,0,1,2
2002,09/03/02,Betis,ベティス,Barcelona,バルセロナ,2,1,0
2002,09/03/02,La Coruna,デポルティーボ,Vallecano,ラージョ,1,1,1
2002,09/03/02,Las Palmas,ラス・パルマス,Alaves,アラベス,2,1,0
2002,09/03/02,Real Madrid,Rマドリード,Villarreal,ビジャレアル,3,0,0
2002,10/03/02,Espanol,エスパニョール,Ath Bilbao,ビルバオ,2,0,0
2002,10/03/02,Malaga,マラガ,Zaragoza,サラゴサ,2,1,0
2002,10/03/02,Mallorca,マジョルカ,Osasuna,オサスナ,4,2,0
2002,10/03/02,Sociedad,ソシエダ,Tenerife,テネリフェ,0,2,2
2002,10/03/02,Valencia,バレンシア,Sevilla,セビージャ,2,0,0
2002,10/03/02,Valladolid,バジャドリード,Celta,セルタ,2,4,2
2002,16/03/02,Barcelona,バルセロナ,Real Madrid,Rマドリード,1,1,1
2002,16/03/02,Osasuna,オサスナ,La Coruna,デポルティーボ,1,3,2
2002,17/03/02,Alaves,アラベス,Ath Bilbao,ビルバオ,2,3,2
2002,17/03/02,Celta,セルタ,Las Palmas,ラス・パルマス,3,2,0
2002,17/03/02,Sociedad,ソシエダ,Espanol,エスパニョール,1,0,0
2002,17/03/02,Vallecano,ラージョ,Valencia,バレンシア,2,1,0
2002,17/03/02,Sevilla,セビージャ,Malaga,マラガ,0,2,2
2002,17/03/02,Tenerife,テネリフェ,Mallorca,マジョルカ,0,0,1
2002,17/03/02,Villarreal,ビジャレアル,Valladolid,バジャドリード,2,2,1
2002,17/03/02,Zaragoza,サラゴサ,Betis,ベティス,1,1,1
2002,23/03/02,Betis,ベティス,Sevilla,セビージャ,0,0,1
2002,23/03/02,Las Palmas,ラス・パルマス,Villarreal,ビジャレアル,3,2,0
2002,23/03/02,Malaga,マラガ,Vallecano,ラージョ,0,0,1
2002,24/03/02,Ath Bilbao,ビルバオ,Celta,セルタ,1,6,2
2002,24/03/02,La Coruna,デポルティーボ,Tenerife,テネリフェ,3,1,0
2002,24/03/02,Espanol,エスパニョール,Alaves,アラベス,1,2,2
2002,24/03/02,Mallorca,マジョルカ,Sociedad,ソシエダ,0,2,2
2002,24/03/02,Real Madrid,Rマドリード,Zaragoza,サラゴサ,3,1,0
2002,24/03/02,Valencia,バレンシア,Osasuna,オサスナ,2,1,0
2002,24/03/02,Valladolid,バジャドリード,Barcelona,バルセロナ,1,2,2
2002,30/03/02,Barcelona,バルセロナ,Las Palmas,ラス・パルマス,1,1,1
2002,30/03/02,Celta,セルタ,Alaves,アラベス,3,1,0
2002,30/03/02,Sociedad,ソシエダ,La Coruna,デポルティーボ,1,1,1
2002,30/03/02,Sevilla,セビージャ,Real Madrid,Rマドリード,0,1,2
2002,30/03/02,Tenerife,テネリフェ,Valencia,バレンシア,0,1,2
2002,31/03/02,Mallorca,マジョルカ,Espanol,エスパニョール,2,1,0
2002,31/03/02,Osasuna,オサスナ,Malaga,マラガ,0,2,2
2002,31/03/02,Vallecano,ラージョ,Betis,ベティス,0,0,1
2002,31/03/02,Villarreal,ビジャレアル,Ath Bilbao,ビルバオ,5,2,0
2002,31/03/02,Zaragoza,サラゴサ,Valladolid,バジャドリード,0,0,1
2002,06/04/02,Ath Bilbao,ビルバオ,Barcelona,バルセロナ,0,2,2
2002,06/04/02,La Coruna,デポルティーボ,Mallorca,マジョルカ,5,0,0
2002,06/04/02,Las Palmas,ラス・パルマス,Zaragoza,サラゴサ,1,1,1
2002,06/04/02,Real Madrid,Rマドリード,Vallecano,ラージョ,3,1,0
2002,07/04/02,Alaves,アラベス,Villarreal,ビジャレアル,2,1,0
2002,07/04/02,Betis,ベティス,Osasuna,オサスナ,0,0,1
2002,07/04/02,Espanol,エスパニョール,Celta,セルタ,2,0,0
2002,07/04/02,Malaga,マラガ,Tenerife,テネリフェ,2,0,0
2002,07/04/02,Valencia,バレンシア,Sociedad,ソシエダ,4,0,0
2002,07/04/02,Valladolid,バジャドリード,Sevilla,セビージャ,1,1,1
2002,13/04/02,Mallorca,マジョルカ,Valencia,バレンシア,1,1,1
2002,14/04/02,Barcelona,バルセロナ,Alaves,アラベス,3,2,0
2002,14/04/02,La Coruna,デポルティーボ,Espanol,エスパニョール,3,1,0
2002,14/04/02,Osasuna,オサスナ,Real Madrid,Rマドリード,3,1,0
2002,14/04/02,Sociedad,ソシエダ,Malaga,マラガ,2,1,0
2002,14/04/02,Vallecano,ラージョ,Valladolid,バジャドリード,1,0,0
2002,14/04/02,Sevilla,セビージャ,Las Palmas,ラス・パルマス,1,1,1
2002,14/04/02,Tenerife,テネリフェ,Betis,ベティス,2,1,0
2002,14/04/02,Villarreal,ビジャレアル,Celta,セルタ,2,1,0
2002,14/04/02,Zaragoza,サラゴサ,Ath Bilbao,ビルバオ,2,2,1
2002,20/04/02,Celta,セルタ,Barcelona,バルセロナ,2,1,0
2002,20/04/02,Las Palmas,ラス・パルマス,Vallecano,ラージョ,0,2,2
2002,20/04/02,Real Madrid,Rマドリード,Tenerife,テネリフェ,4,1,0
2002,21/04/02,Alaves,アラベス,Zaragoza,サラゴサ,2,1,0
2002,21/04/02,Ath Bilbao,ビルバオ,Sevilla,セビージャ,0,1,2
2002,21/04/02,Betis,ベティス,Sociedad,ソシエダ,3,0,0
2002,21/04/02,Espanol,エスパニョール,Villarreal,ビジャレアル,3,1,0
2002,21/04/02,Malaga,マラガ,Mallorca,マジョルカ,0,0,1
2002,21/04/02,Valencia,バレンシア,La Coruna,デポルティーボ,1,0,0
2002,21/04/02,Valladolid,バジャドリード,Osasuna,オサスナ,1,0,0
2002,27/04/02,Barcelona,バルセロナ,Villarreal,ビジャレアル,4,1,0
2002,27/04/02,Sociedad,ソシエダ,Real Madrid,Rマドリード,3,0,0
2002,27/04/02,Valencia,バレンシア,Espanol,エスパニョール,2,1,0
2002,28/04/02,La Coruna,デポルティーボ,Malaga,マラガ,2,2,1
2002,28/04/02,Mallorca,マジョルカ,Betis,ベティス,1,3,2
2002,28/04/02,Osasuna,オサスナ,Las Palmas,ラス・パルマス,3,2,0
2002,28/04/02,Vallecano,ラージョ,Ath Bilbao,ビルバオ,4,2,0
2002,28/04/02,Sevilla,セビージャ,Alaves,アラベス,2,0,0
2002,28/04/02,Tenerife,テネリフェ,Valladolid,バジャドリード,1,5,2
2002,28/04/02,Zaragoza,サラゴサ,Celta,セルタ,0,1,2
2002,05/05/02,Alaves,アラベス,Vallecano,ラージョ,0,1,2
2002,05/05/02,Ath Bilbao,ビルバオ,Osasuna,オサスナ,1,1,1
2002,05/05/02,Barcelona,バルセロナ,Espanol,エスパニョール,2,0,0
2002,05/05/02,Betis,ベティス,La Coruna,デポルティーボ,0,3,2
2002,05/05/02,Celta,セルタ,Sevilla,セビージャ,1,2,2
2002,05/05/02,Las Palmas,ラス・パルマス,Tenerife,テネリフェ,0,1,2
2002,05/05/02,Malaga,マラガ,Valencia,バレンシア,0,2,2
2002,05/05/02,Real Madrid,Rマドリード,Mallorca,マジョルカ,0,0,1
2002,05/05/02,Valladolid,バジャドリード,Sociedad,ソシエダ,1,3,2
2002,05/05/02,Villarreal,ビジャレアル,Zaragoza,サラゴサ,2,1,0
2002,10/05/02,La Coruna,デポルティーボ,Real Madrid,Rマドリード,3,0,0
2002,11/05/02,Espanol,エスパニョール,Malaga,マラガ,1,2,2
2002,11/05/02,Mallorca,マジョルカ,Valladolid,バジャドリード,2,1,0
2002,11/05/02,Osasuna,オサスナ,Alaves,アラベス,0,1,2
2002,11/05/02,Sociedad,ソシエダ,Las Palmas,ラス・パルマス,1,1,1
2002,11/05/02,Vallecano,ラージョ,Celta,セルタ,1,0,0
2002,11/05/02,Sevilla,セビージャ,Villarreal,ビジャレアル,1,0,0
2002,11/05/02,Tenerife,テネリフェ,Ath Bilbao,ビルバオ,2,3,2
2002,11/05/02,Valencia,バレンシア,Betis,ベティス,2,0,0
2002,11/05/02,Zaragoza,サラゴサ,Barcelona,バルセロナ,1,1,1
2003,31/08/02,Santander,サンタンデール,Valladolid,バジャドリード,0,1,2
2003,01/09/02,Barcelona,バルセロナ,Ath Madrid,Aマドリード,2,2,1
2003,01/09/02,La Coruna,デポルティーボ,Betis,ベティス,2,4,2
2003,01/09/02,Mallorca,マジョルカ,Valencia,バレンシア,0,2,2
2003,01/09/02,Recreativo,レクレアティーボ,Malaga,マラガ,2,3,2
2003,01/09/02,Sevilla,セビージャ,Celta,セルタ,0,1,2
2003,01/09/02,Sociedad,ソシエダ,Ath Bilbao,ビルバオ,4,2,0
2003,01/09/02,Vallecano,ラージョ,Alaves,アラベス,2,2,1
2003,01/09/02,Villarreal,ビジャレアル,Osasuna,オサスナ,2,2,1
2003,02/09/02,Real Madrid,Rマドリード,Espanol,エスパニョール,2,0,0
2003,14/09/02,Ath Bilbao,ビルバオ,Barcelona,バルセロナ,0,2,2
2003,14/09/02,Malaga,マラガ,Vallecano,ラージョ,2,1,0
2003,14/09/02,Osasuna,オサスナ,La Coruna,デポルティーボ,1,2,2
2003,14/09/02,Valencia,バレンシア,Recreativo,レクレアティーボ,3,0,0
2003,15/09/02,Alaves,アラベス,Santander,サンタンデール,0,1,2
2003,15/09/02,Ath Madrid,Aマドリード,Sevilla,セビージャ,1,1,1
2003,15/09/02,Celta,セルタ,Mallorca,マジョルカ,3,1,0
2003,15/09/02,Espanol,エスパニョール,Sociedad,ソシエダ,1,3,2
2003,15/09/02,Valladolid,バジャドリード,Villarreal,ビジャレアル,1,0,0
2003,21/09/02,Barcelona,バルセロナ,Espanol,エスパニョール,2,0,0
2003,21/09/02,La Coruna,デポルティーボ,Valladolid,バジャドリード,2,0,0
2003,21/09/02,Real Madrid,Rマドリード,Osasuna,オサスナ,4,1,0
2003,22/09/02,Malaga,マラガ,Valencia,バレンシア,2,2,1
2003,22/09/02,Mallorca,マジョルカ,Ath Madrid,Aマドリード,0,4,2
2003,22/09/02,Recreativo,レクレアティーボ,Celta,セルタ,0,3,2
2003,22/09/02,Sevilla,セビージャ,Ath Bilbao,ビルバオ,1,1,1
2003,22/09/02,Sociedad,ソシエダ,Betis,ベティス,3,3,1
2003,22/09/02,Vallecano,ラージョ,Santander,サンタンデール,3,1,0
2003,22/09/02,Villarreal,ビジャレアル,Alaves,アラベス,0,1,2
2003,28/09/02,Alaves,アラベス,La Coruna,デポルティーボ,1,2,2
2003,28/09/02,Betis,ベティス,Barcelona,バルセロナ,3,0,0
2003,28/09/02,Valladolid,バジャドリード,Real Madrid,Rマドリード,1,1,1
2003,29/09/02,Ath Bilbao,ビルバオ,Mallorca,マジョルカ,0,2,2
2003,29/09/02,Ath Madrid,Aマドリード,Recreativo,レクレアティーボ,1,1,1
2003,29/09/02,Celta,セルタ,Malaga,マラガ,2,2,1
2003,29/09/02,Espanol,エスパニョール,Sevilla,セビージャ,0,0,1
2003,29/09/02,Osasuna,オサスナ,Sociedad,ソシエダ,2,3,2
2003,29/09/02,Santander,サンタンデール,Villarreal,ビジャレアル,1,1,1
